date,state,Mobility,confirmed_infections,death_rate,rt,days,phase_indi,days0,days1,days2,days3,days4,days5,days6
3/14/20,Rajasthan,-6.66729713,3,2.89E-05,1.858568184,1,-1,1,-1,-1,-1,-1,-1,-1
3/15/20,Rajasthan,-8.990547962,1,2.90E-05,1.84734456,2,-1,2,-1,-1,-1,-1,-1,-1
3/16/20,Rajasthan,-12.16047222,0,2.96E-05,1.83771097,3,-1,3,-1,-1,-1,-1,-1,-1
3/17/20,Rajasthan,-16.24351792,0,3.06E-05,1.829965907,4,-1,4,-1,-1,-1,-1,-1,-1
3/18/20,Rajasthan,-21.22691603,3,3.20E-05,1.824285155,5,-1,5,-1,-1,-1,-1,-1,-1
3/19/20,Rajasthan,-26.99523928,2,3.38E-05,1.820680385,6,-1,6,-1,-1,-1,-1,-1,-1
3/20/20,Rajasthan,-33.31964995,8,3.63E-05,1.818965383,7,-1,7,-1,-1,-1,-1,-1,-1
3/21/20,Rajasthan,-39.88031642,7,3.94E-05,1.818732495,8,-1,8,-1,-1,-1,-1,-1,-1
3/22/20,Rajasthan,-46.32800371,4,4.34E-05,1.819341907,9,-1,9,-1,-1,-1,-1,-1,-1
3/23/20,Rajasthan,-52.34521041,4,4.83E-05,1.819927002,10,-1,10,-1,-1,-1,-1,-1,-1
3/24/20,Rajasthan,-57.69545446,0,5.46E-05,1.819419728,11,-1,11,-1,-1,-1,-1,-1,-1
3/25/20,Rajasthan,-62.22667233,6,6.24E-05,1.816599756,12,-1,12,-1,-1,-1,-1,-1,-1
3/26/20,Rajasthan,-65.86912582,2,7.23E-05,1.810169594,13,-1,13,-1,-1,-1,-1,-1,-1
3/27/20,Rajasthan,-68.62981787,10,8.47E-05,1.798854152,14,-1,14,-1,-1,-1,-1,-1,-1
3/28/20,Rajasthan,-70.57585161,4,0.000100253,1.78151782,15,-1,15,-1,-1,-1,-1,-1,-1
3/29/20,Rajasthan,-71.8147269,5,0.000119723,1.75728612,16,-1,16,-1,-1,-1,-1,-1,-1
3/30/20,Rajasthan,-72.47411257,20,0.000143988,1.725654351,17,-1,17,-1,-1,-1,-1,-1,-1
3/31/20,Rajasthan,-72.68368073,14,0.000174097,1.686564672,18,-1,18,-1,-1,-1,-1,-1,-1
4/1/20,Rajasthan,-72.56559597,27,0.000211258,1.64043676,19,0,19,-1,-1,-1,-1,-1,-1
4/2/20,Rajasthan,-72.22867441,13,0.000256814,1.588145164,20,0,20,-1,-1,-1,-1,-1,-1
4/3/20,Rajasthan,-71.76546688,46,0.000312204,1.53094637,21,0,21,-1,-1,-1,-1,-1,-1
4/4/20,Rajasthan,-71.25159032,27,0.000378873,1.470367735,22,0,22,0,-1,-1,-1,-1,-1
4/5/20,Rajasthan,-70.74461375,60,0.000458158,1.408076413,23,0,23,1,-1,-1,-1,-1,-1
4/6/20,Rajasthan,-70.28295372,35,0.000551171,1.345748108,24,0,24,2,-1,-1,-1,-1,-1
4/7/20,Rajasthan,-69.8865149,42,0.0006588,1.284953068,25,0,25,3,-1,-1,-1,-1,-1
4/8/20,Rajasthan,-69.5627714,40,0.000781876,1.227071097,26,0,26,4,-1,-1,-1,-1,-1
4/9/20,Rajasthan,-69.31049672,80,0.000921152,1.173240467,27,0,27,5,-1,-1,-1,-1,-1
4/10/20,Rajasthan,-69.12292332,98,0.001077251,1.124339125,28,0,28,6,-1,-1,-1,-1,-1
4/11/20,Rajasthan,-68.99113709,139,0.001250602,1.080992048,29,0,29,7,-1,-1,-1,-1,-1
4/12/20,Rajasthan,-68.90623745,104,0.001441369,1.043596391,30,0,30,8,-1,-1,-1,-1,-1
4/13/20,Rajasthan,-68.85890068,93,0.001649412,1.012356052,31,0,31,9,-1,-1,-1,-1,-1
4/14/20,Rajasthan,-68.83763854,108,0.001874245,0.98731861,32,0,32,10,-1,-1,-1,-1,-1
4/15/20,Rajasthan,-68.83096954,71,0.002115018,0.968409482,33,0,33,11,-1,-1,-1,-1,-1
4/16/20,Rajasthan,-68.82814041,55,0.002370507,0.955460092,34,0,34,12,-1,-1,-1,-1,-1
4/17/20,Rajasthan,-68.81916264,98,0.002639119,0.948228476,35,0,35,13,-1,-1,-1,-1,-1
4/18/20,Rajasthan,-68.79696828,122,0.002918899,0.946412097,36,0,36,14,-1,-1,-1,-1,-1
4/19/20,Rajasthan,-68.75761705,127,0.003207486,0.949653763,37,0,37,15,-1,-1,-1,-1,-1
4/20/20,Rajasthan,-68.69776683,98,0.003502055,0.95754242,38,0,38,16,-1,-1,-1,-1,-1
4/21/20,Rajasthan,-68.61165607,159,0.003799314,0.969611319,39,0,39,17,-1,-1,-1,-1,-1
4/22/20,Rajasthan,-68.49218974,153,0.004095569,0.985336332,40,1,40,18,-1,-1,-1,-1,-1
4/23/20,Rajasthan,-68.33163367,76,0.0043868,1.004136978,41,1,41,19,-1,-1,-1,-1,-1
4/24/20,Rajasthan,-68.12278956,70,0.004668718,1.025381884,42,1,42,20,-1,-1,-1,-1,-1
4/25/20,Rajasthan,-67.86032948,49,0.004936895,1.048399057,43,1,43,21,0,-1,-1,-1,-1
4/26/20,Rajasthan,-67.54109075,102,0.005186892,1.072490002,44,1,44,22,1,-1,-1,-1,-1
4/27/20,Rajasthan,-67.16308865,77,0.005414365,1.096945937,45,1,45,23,2,-1,-1,-1,-1
4/28/20,Rajasthan,-66.72364762,102,0.0056152,1.121064469,46,1,46,24,3,-1,-1,-1,-1
4/29/20,Rajasthan,-66.22209725,76,0.005785649,1.144165774,47,1,47,25,4,-1,-1,-1,-1
4/30/20,Rajasthan,-65.66161315,144,0.00592257,1.165608072,48,1,48,26,5,-1,-1,-1,-1
5/1/20,Rajasthan,-65.04973777,82,0.006023709,1.184802395,49,1,49,27,6,-1,-1,-1,-1
5/2/20,Rajasthan,-64.39906734,106,0.006087961,1.201226481,50,1,50,28,7,-1,-1,-1,-1
5/3/20,Rajasthan,-63.72684058,114,0.006115618,1.214437396,51,1,51,29,8,-1,-1,-1,-1
5/4/20,Rajasthan,-63.05128678,175,0.006108583,1.224082512,52,1,52,30,9,-1,-1,-1,-1
5/5/20,Rajasthan,-62.38661804,97,0.006070112,1.229908776,53,1,53,31,10,-1,-1,-1,-1
5/6/20,Rajasthan,-61.7408704,159,0.006004314,1.23177049,54,1,54,32,11,-1,-1,-1,-1
5/7/20,Rajasthan,-61.11487512,110,0.005916146,1.229635833,55,1,55,33,12,-1,-1,-1,-1
5/8/20,Rajasthan,-60.50242009,152,0.005811165,1.223591999,56,1,56,34,13,-1,-1,-1,-1
5/9/20,Rajasthan,-59.89250002,129,0.005695018,1.213848256,57,1,57,35,14,-1,-1,-1,-1
5/10/20,Rajasthan,-59.2727766,106,0.005573159,1.200735592,58,1,58,36,15,-1,-1,-1,-1
5/11/20,Rajasthan,-58.63283573,174,0.005450707,1.184701214,59,2,59,37,16,-1,-1,-1,-1
5/12/20,Rajasthan,-57.96493906,138,0.0053324,1.166296225,60,2,60,38,17,-1,-1,-1,-1
5/13/20,Rajasthan,-57.26672339,202,0.005222528,1.146155563,61,2,61,39,18,-1,-1,-1,-1
5/14/20,Rajasthan,-56.54229791,206,0.005124888,1.124970582,62,2,62,40,19,0,-1,-1,-1
5/15/20,Rajasthan,-55.80106019,213,0.005042759,1.103456264,63,2,63,41,20,1,-1,-1,-1
5/16/20,Rajasthan,-55.05551845,213,0.004978727,1.082316183,64,2,64,42,21,2,-1,-1,-1
5/17/20,Rajasthan,-54.31839763,242,0.004934583,1.062208732,65,2,65,43,22,3,-1,-1,-1
5/18/20,Rajasthan,-53.59957183,305,0.004911584,1.04371765,66,2,66,44,23,4,-1,-1,-1
5/19/20,Rajasthan,-52.90322382,338,0.004910562,1.02732894,67,2,67,45,24,5,-1,-1,-1
5/20/20,Rajasthan,-52.22792579,170,0.004931769,1.013415219,68,2,68,46,25,6,-1,-1,-1
5/21/20,Rajasthan,-51.56633994,212,0.004975116,1.002227591,69,2,69,47,26,7,-1,-1,-1
5/22/20,Rajasthan,-50.90517212,267,0.005040602,0.993894404,70,2,70,48,27,8,-1,-1,-1
5/23/20,Rajasthan,-50.22767221,248,0.005128413,0.988425805,71,2,71,49,28,9,-1,-1,-1
5/24/20,Rajasthan,-49.51735804,286,0.005238863,0.985722727,72,2,72,50,29,10,-1,-1,-1
5/25/20,Rajasthan,-48.76016968,272,0.005372324,0.985589115,73,3,73,51,30,11,-1,-1,-1
5/26/20,Rajasthan,-47.94642498,236,0.005529171,0.987746401,74,3,74,52,31,12,-1,-1,-1
5/27/20,Rajasthan,-47.07538922,280,0.005709598,0.991849675,75,3,75,53,32,13,-1,-1,-1
5/28/20,Rajasthan,-46.15336157,251,0.005913403,0.997505271,76,3,76,54,33,14,0,-1,-1
5/29/20,Rajasthan,-45.19150008,298,0.006139774,1.004289528,77,3,77,55,34,15,1,-1,-1
5/30/20,Rajasthan,-44.20581729,252,0.006387272,1.011768317,78,3,78,56,35,16,2,-1,-1
5/31/20,Rajasthan,-43.21698156,214,0.00665392,1.019516496,79,3,79,57,36,17,3,-1,-1
6/1/20,Rajasthan,-42.2487455,269,0.006937293,1.027136193,80,3,80,58,37,18,4,-1,-1
6/2/20,Rajasthan,-41.32440392,273,0.007234551,1.034272762,81,3,81,59,38,19,5,-1,-1
6/3/20,Rajasthan,-40.46461087,279,0.007542383,1.040627697,82,3,82,60,39,20,6,-1,-1
6/4/20,Rajasthan,-39.68587317,210,0.007856991,1.045968327,83,3,83,61,40,21,7,-1,-1
6/5/20,Rajasthan,-38.99943989,222,0.008173956,1.050134585,84,3,84,62,41,22,8,-1,-1
6/6/20,Rajasthan,-38.41140296,253,0.008488191,1.053043241,85,3,85,63,42,23,9,-1,-1
6/7/20,Rajasthan,-37.92349549,262,0.008794016,1.054689729,86,3,86,64,43,24,10,-1,-1
6/8/20,Rajasthan,-37.53320981,277,0.009085248,1.055147469,87,4,87,65,44,25,11,-1,-1
6/9/20,Rajasthan,-37.23331085,369,0.009355884,1.054564409,88,4,88,66,45,26,12,-1,-1
6/10/20,Rajasthan,-37.01266351,355,0.009601146,1.053156628,89,4,89,67,46,27,13,-1,-1
6/11/20,Rajasthan,-36.85713978,238,0.009818039,1.05119904,90,4,90,68,47,28,14,0,-1
6/12/20,Rajasthan,-36.74958047,230,0.010005254,1.049013346,91,4,91,69,48,29,15,1,-1
6/13/20,Rajasthan,-36.67065976,333,0.01016264,1.04695339,92,4,92,70,49,30,16,2,-1
6/14/20,Rajasthan,-36.60069839,293,0.01029085,1.045388024,93,4,93,71,50,31,17,3,-1
6/15/20,Rajasthan,-36.5208853,287,0.01039117,1.044681598,94,4,94,72,51,32,18,4,-1
6/16/20,Rajasthan,-36.41268359,235,0.010465275,1.045172468,95,4,95,73,52,33,19,5,-1
6/17/20,Rajasthan,-36.25854132,326,0.010515119,1.0471503,96,4,96,74,53,34,20,6,-1
6/18/20,Rajasthan,-36.0428608,315,0.010542882,1.050833478,97,4,97,75,54,35,21,7,-1
6/19/20,Rajasthan,-35.7535845,299,0.010550923,1.056348292,98,4,98,76,55,36,22,8,-1
6/20/20,Rajasthan,-35.38564683,381,0.010541715,1.063711841,99,4,99,77,56,37,23,9,-1
6/21/20,Rajasthan,-34.94349098,393,0.010517751,1.072820559,100,4,100,78,57,38,24,10,-1
6/22/20,Rajasthan,-34.44256586,302,0.010481441,1.083446256,101,4,101,79,58,39,25,11,-1
6/23/20,Rajasthan,-33.90921265,395,0.010434889,1.095241395,102,4,102,80,59,40,26,12,-1
6/24/20,Rajasthan,-33.3719055,382,0.01037988,1.107755034,103,4,103,81,60,41,27,13,-1
6/25/20,Rajasthan,-32.85336346,287,0.010317975,1.120460257,104,4,104,82,61,42,28,14,-1
6/26/20,Rajasthan,-32.36787898,364,0.010250587,1.132792624,105,4,105,83,62,43,29,15,-1
6/27/20,Rajasthan,-31.92398796,284,0.010179079,1.144197324,106,4,106,84,63,44,30,16,-1
6/28/20,Rajasthan,-31.5289717,327,0.01010481,1.154180328,107,4,107,85,64,45,31,17,-1
6/29/20,Rajasthan,-31.1914257,389,0.010029103,1.162356704,108,4,108,86,65,46,32,18,-1
6/30/20,Rajasthan,-30.92055255,348,0.009953257,1.168488226,109,4,109,87,66,47,33,19,-1
7/1/20,Rajasthan,-30.72340075,304,0.009878543,1.172503266,110,4,110,88,67,48,34,20,-1
7/2/20,Rajasthan,-30.60408849,350,0.009806214,1.174494984,111,4,111,89,68,49,35,21,-1
7/3/20,Rajasthan,-30.56424862,390,0.009737555,1.174698208,112,4,112,90,69,50,36,22,-1
7/4/20,Rajasthan,-30.6015015,480,0.009674001,1.173449671,113,4,113,91,70,51,37,23,-1
7/5/20,Rajasthan,-30.70860331,632,0.009617209,1.171139009,114,4,114,92,71,52,38,24,-1
7/6/20,Rajasthan,-30.87492444,524,0.00956904,1.168158426,115,4,115,93,72,53,39,25,-1
7/7/20,Rajasthan,-31.08889294,716,0.009531425,1.164857569,116,4,116,94,73,54,40,26,-1
7/8/20,Rajasthan,-31.33870908,659,0.009506355,1.161507982,117,5,117,95,74,55,41,27,-1
7/9/20,Rajasthan,-31.61107748,500,0.009495822,1.158279473,118,5,118,96,75,56,42,28,-1
7/10/20,Rajasthan,-31.88811661,611,0.009501792,1.155229314,119,5,119,97,76,57,43,29,-1
7/11/20,Rajasthan,-32.14819029,574,0.00952615,1.152304395,120,5,120,98,77,58,44,30,0
7/12/20,Rajasthan,-32.37090793,644,0.009570751,1.149355797,121,5,121,99,78,59,45,31,1
7/13/20,Rajasthan,-32.54107447,544,0.009637489,1.146164463,122,5,122,100,79,60,46,32,2
7/14/20,Rajasthan,-32.65018652,635,0.009728275,1.142475467,123,5,123,101,80,61,47,33,3
7/15/20,Rajasthan,-32.6970893,866,0.009844997,1.138036997,124,5,124,102,81,62,48,34,4
7/16/20,Rajasthan,-32.68729192,737,0.009989446,1.132639056,125,5,125,103,82,63,49,35,5
7/17/20,Rajasthan,-32.6304715,615,0.010163131,1.126146432,126,5,126,104,83,64,50,36,6
7/18/20,Rajasthan,-32.53884602,711,0.010367226,1.118521251,127,5,127,105,84,65,51,37,7
7/19/20,Rajasthan,-32.42559398,934,0.010602329,1.109832177,128,5,128,106,85,66,52,38,8
7/20/20,Rajasthan,-32.30329977,956,0.010868355,1.100249746,129,5,129,107,86,67,53,39,9
7/21/20,Rajasthan,-32.18037818,983,0.011164208,1.090029633,130,5,130,108,87,68,54,40,10
7/22/20,Rajasthan,-32.05767076,961,0.011487679,1.079487279,131,5,131,109,88,69,55,41,11
7/23/20,Rajasthan,-31.92518541,886,0.011835363,1.068968063,132,5,132,110,89,70,56,42,12
7/24/20,Rajasthan,-31.75944785,958,0.012202744,1.058817104,133,5,133,111,90,71,57,43,13
7/25/20,Rajasthan,-31.53436875,1120,0.012584345,1.049352131,134,5,134,112,91,72,58,44,14
7/26/20,Rajasthan,-31.23086046,1132,0.012973809,1.040841877,135,5,135,113,92,73,59,45,15
7/27/20,Rajasthan,-30.84174249,1134,0.013363999,1.033491315,136,5,136,114,93,74,60,46,16
7/28/20,Rajasthan,-30.37479149,1072,0.013747186,1.027434048,137,5,137,115,94,75,61,47,17
7/29/20,Rajasthan,-29.85311697,1144,0.014115473,1.022731266,138,5,138,116,95,76,62,48,18
7/30/20,Rajasthan,-29.3134539,1156,0.014461206,1.019376127,139,5,139,117,96,77,63,49,19
7/31/20,Rajasthan,-28.80224445,1147,0.014777368,1.017302143,140,5,140,118,97,78,64,50,20
8/1/20,Rajasthan,-28.36843099,1160,0.015057757,1.016394164,141,5,141,119,98,79,65,51,21
8/2/20,Rajasthan,-28.05406808,1167,0.015297741,1.016500751,142,5,142,120,99,80,66,52,22
8/3/20,Rajasthan,-27.88880776,1145,0.015494469,1.017447007,143,5,143,121,100,81,67,53,23
8/4/20,Rajasthan,-27.88769205,1124,0.015647235,1.019047145,144,5,144,122,101,82,68,54,24
8/5/20,Rajasthan,-28.05649647,1166,0.015757173,1.021116144,145,5,145,123,102,83,69,55,25
8/6/20,Rajasthan,-28.38675244,1151,0.015827228,1.023479965,146,5,146,124,103,84,70,56,26
8/7/20,Rajasthan,-28.85105145,1161,0.015861573,1.025983939,147,5,147,125,104,85,71,57,27
8/8/20,Rajasthan,-29.40622945,1171,0.01586507,1.028499251,148,-1,148,126,105,86,72,58,28
8/9/20,Rajasthan,-30.00299874,1169,0.015843015,1.03092768,149,-1,149,127,106,87,73,59,29
8/10/20,Rajasthan,-30.59789303,1173,0.015800962,1.033204756,150,-1,150,128,107,88,74,60,30
8/11/20,Rajasthan,-31.15592333,1217,0.01574473,1.035301196,151,-1,151,129,108,89,75,61,31
8/12/20,Rajasthan,-31.64337069,1213,0.0156802,1.037222058,152,-1,152,130,109,90,76,62,32
8/13/20,Rajasthan,-32.03006744,1314,0.01561306,1.039003009,153,-1,153,131,110,91,77,63,33
8/14/20,Rajasthan,-32.29502932,1278,0.015548501,1.040703436,154,-1,154,132,111,92,78,64,34
8/15/20,Rajasthan,-32.4287114,1287,0.015491017,1.042397063,155,-1,155,133,112,93,79,65,35
8/16/20,Rajasthan,-32.43550343,1317,0.015444112,1.044161555,156,-1,156,134,113,94,80,66,36
8/17/20,Rajasthan,-32.3350848,1334,0.015410397,1.046069068,157,-1,157,135,114,95,81,67,37
8/18/20,Rajasthan,-32.15757107,1347,0.015391814,1.048179449,158,-1,158,136,115,96,82,68,38
8/19/20,Rajasthan,-31.93405249,1312,0.015389603,1.050536837,159,-1,159,137,116,97,83,69,39
3/17/20,West Bengal,-14.43661198,1,0.000133412,1.894625775,4,-1,4,-1,-1,-1,-1,-1,-1
3/18/20,West Bengal,-19.71366762,0,0.000139845,1.860597014,5,-1,5,-1,-1,-1,-1,-1,-1
3/19/20,West Bengal,-26.03014272,0,0.000146523,1.824430686,6,-1,6,-1,-1,-1,-1,-1,-1
3/20/20,West Bengal,-33.12212754,1,0.000153427,1.786452527,7,-1,7,-1,-1,-1,-1,-1,-1
3/21/20,West Bengal,-40.6118477,2,0.000160531,1.747107138,8,-1,8,-1,-1,-1,-1,-1,-1
3/22/20,West Bengal,-48.08482411,3,0.000167808,1.706948616,9,-1,9,-1,-1,-1,-1,-1,-1
3/23/20,West Bengal,-55.15629693,0,0.000175224,1.666617732,10,-1,10,-1,-1,-1,-1,-1,-1
3/24/20,West Bengal,-61.51976759,2,0.000182743,1.626808256,11,-1,11,-1,-1,-1,-1,-1,-1
3/25/20,West Bengal,-66.95193754,0,0.000190323,1.588226723,12,-1,12,-1,-1,-1,-1,-1,-1
3/26/20,West Bengal,-71.33093078,1,0.000197922,1.551550442,13,-1,13,-1,-1,-1,-1,-1,-1
3/27/20,West Bengal,-74.6393752,5,0.000205504,1.517388105,14,-1,14,-1,-1,-1,-1,-1,-1
3/28/20,West Bengal,-76.94551033,3,0.000213055,1.486246287,15,-1,15,-1,-1,-1,-1,-1,-1
3/29/20,West Bengal,-78.37748955,3,0.000220589,1.458503809,16,-1,16,-1,-1,-1,-1,-1,-1
3/30/20,West Bengal,-79.0941374,1,0.000228153,1.434394673,17,-1,17,-1,-1,-1,-1,-1,-1
3/31/20,West Bengal,-79.25894939,15,0.000235855,1.413999359,18,-1,18,-1,-1,-1,-1,-1,-1
4/1/20,West Bengal,-79.02849502,0,0.00024385,1.397244149,19,0,19,-1,-1,-1,-1,-1,-1
4/2/20,West Bengal,-78.54451796,16,0.000252329,1.383908477,20,0,20,-1,-1,-1,-1,-1,-1
4/3/20,West Bengal,-77.92785473,0,0.000261533,1.373641066,21,0,21,-1,-1,-1,-1,-1,-1
4/4/20,West Bengal,-77.27585411,0,0.000271737,1.365985921,22,0,22,0,-1,-1,-1,-1,-1
4/5/20,West Bengal,-76.66179858,27,0.000283261,1.360418631,23,0,23,1,-1,-1,-1,-1,-1
4/6/20,West Bengal,-76.13347916,0,0.00029648,1.35639143,24,0,24,2,-1,-1,-1,-1,-1
4/7/20,West Bengal,-75.71388149,11,0.000311838,1.353382542,25,0,25,3,-1,-1,-1,-1,-1
4/8/20,West Bengal,-75.4109322,8,0.000329874,1.35094299,26,0,26,4,-1,-1,-1,-1,-1
4/9/20,West Bengal,-75.22454325,4,0.000351248,1.348733537,27,0,27,5,-1,-1,-1,-1,-1
4/10/20,West Bengal,-75.15030863,13,0.000376779,1.346546126,28,0,28,6,-1,-1,-1,-1,-1
4/11/20,West Bengal,-75.18226562,10,0.000407472,1.344306832,29,0,29,7,-1,-1,-1,-1,-1
4/12/20,West Bengal,-75.31350198,8,0.00044452,1.342060009,30,0,30,8,-1,-1,-1,-1,-1
4/13/20,West Bengal,-75.53176791,18,0.000489361,1.339935507,31,0,31,9,-1,-1,-1,-1,-1
4/14/20,West Bengal,-75.81512015,38,0.000543761,1.338103054,32,0,32,10,-1,-1,-1,-1,-1
4/15/20,West Bengal,-76.13749486,23,0.000609942,1.336719751,33,0,33,11,-1,-1,-1,-1,-1
4/16/20,West Bengal,-76.47300548,18,0.000690743,1.335877774,34,0,34,12,-1,-1,-1,-1,-1
4/17/20,West Bengal,-76.79805908,24,0.000789826,1.335559018,35,0,35,13,-1,-1,-1,-1,-1
4/18/20,West Bengal,-77.09619521,32,0.000911957,1.335601976,36,0,36,14,-1,-1,-1,-1,-1
4/19/20,West Bengal,-77.35827375,23,0.001063362,1.335684399,37,0,37,15,-1,-1,-1,-1,-1
4/20/20,West Bengal,-77.57711231,29,0.001252225,1.335324057,38,0,38,16,-1,-1,-1,-1,-1
4/21/20,West Bengal,-77.74246263,53,0.001489287,1.333899631,39,0,39,17,-1,-1,-1,-1,-1
4/22/20,West Bengal,-77.84697698,31,0.001788316,1.330693708,40,1,40,18,-1,-1,-1,-1,-1
4/23/20,West Bengal,-77.89004535,33,0.002165877,1.324958873,41,1,41,19,-1,-1,-1,-1,-1
4/24/20,West Bengal,-77.87532496,58,0.002639852,1.316004653,42,1,42,20,-1,-1,-1,-1,-1
4/25/20,West Bengal,-77.80943448,57,0.003228034,1.303297298,43,1,43,21,0,-1,-1,-1,-1
4/26/20,West Bengal,-77.6999047,40,0.003946497,1.28655749,44,1,44,22,1,-1,-1,-1,-1
4/27/20,West Bengal,-77.54991824,38,0.004806921,1.265836289,45,1,45,23,2,-1,-1,-1,-1
4/28/20,West Bengal,-77.35421333,48,0.005812587,1.241550437,46,1,46,24,3,-1,-1,-1,-1
4/29/20,West Bengal,-77.10669088,28,0.006953314,1.214466009,47,1,47,25,4,-1,-1,-1,-1
4/30/20,West Bengal,-76.80531451,33,0.008200088,1.185632183,48,1,48,26,5,-1,-1,-1,-1
5/1/20,West Bengal,-76.4512545,37,0.00950069,1.156279655,49,1,49,27,6,-1,-1,-1,-1
5/2/20,West Bengal,-76.05116874,127,0.010777672,1.12770569,50,1,50,28,7,-1,-1,-1,-1
5/3/20,West Bengal,-75.61916422,276,0.011931497,1.101167566,51,1,51,29,8,-1,-1,-1,-1
5/4/20,West Bengal,-75.16873436,61,0.012855972,1.077799508,52,1,52,30,9,-1,-1,-1,-1
5/5/20,West Bengal,-74.70655105,85,0.013465553,1.05855901,53,1,53,31,10,-1,-1,-1,-1
5/6/20,West Bengal,-74.23782416,112,0.0137173,1.044200383,54,1,54,32,11,-1,-1,-1,-1
5/7/20,West Bengal,-73.76925318,92,0.013616855,1.035268437,55,1,55,33,12,-1,-1,-1,-1
5/8/20,West Bengal,-73.30906082,130,0.013212577,1.032103518,56,1,56,34,13,-1,-1,-1,-1
5/9/20,West Bengal,-72.86918147,108,0.012575372,1.034849847,57,1,57,35,14,-1,-1,-1,-1
5/10/20,West Bengal,-72.46488238,153,0.011782697,1.043461215,58,1,58,36,15,-1,-1,-1,-1
5/11/20,West Bengal,-72.10967136,124,0.010908408,1.057700735,59,2,59,37,16,-1,-1,-1,-1
5/12/20,West Bengal,-71.81049137,110,0.010016005,1.077134203,60,2,60,38,17,-1,-1,-1,-1
5/13/20,West Bengal,-71.5720602,117,0.009155284,1.101119455,61,2,61,39,18,-1,-1,-1,-1
5/14/20,West Bengal,-71.39848999,87,0.008362178,1.128796754,62,2,62,40,19,0,-1,-1,-1
5/15/20,West Bengal,-71.28914097,84,0.007660396,1.159087407,63,2,63,41,20,1,-1,-1,-1
5/16/20,West Bengal,-71.23479346,115,0.007063532,1.190708772,64,2,64,42,21,2,-1,-1,-1
5/17/20,West Bengal,-71.21275348,101,0.006576149,1.222212857,65,2,65,43,22,3,-1,-1,-1
5/18/20,West Bengal,-71.18104331,147,0.006195186,1.252052371,66,2,66,44,23,4,-1,-1,-1
5/19/20,West Bengal,-71.07833104,137,0.00591219,1.278672611,67,2,67,45,24,5,-1,-1,-1
5/20/20,West Bengal,-70.8375671,142,0.00571754,1.300621199,68,2,68,46,25,6,-1,-1,-1
5/21/20,West Bengal,-70.40484779,94,0.005601839,1.316662332,69,2,69,47,26,7,-1,-1,-1
5/22/20,West Bengal,-69.75987618,135,0.00555666,1.325879689,70,2,70,48,27,8,-1,-1,-1
5/23/20,West Bengal,-68.91715885,127,0.005576029,1.327753203,71,2,71,49,28,9,-1,-1,-1
5/24/20,West Bengal,-67.91142305,208,0.005655882,1.322198991,72,2,72,50,29,10,-1,-1,-1
5/25/20,West Bengal,-66.78113401,149,0.005793687,1.309567301,73,3,73,51,30,11,-1,-1,-1
5/26/20,West Bengal,-65.55870806,193,0.005987865,1.290599274,74,3,74,52,31,12,-1,-1,-1
5/27/20,West Bengal,-64.27614746,183,0.006237068,1.266349,75,3,75,53,32,13,-1,-1,-1
5/28/20,West Bengal,-62.9649604,344,0.006539364,1.23808218,76,3,76,54,33,14,0,-1,-1
5/29/20,West Bengal,-61.65500069,277,0.006891233,1.20716584,77,3,77,55,34,15,1,-1,-1
5/30/20,West Bengal,-60.3764256,317,0.00728784,1.174963848,78,3,78,56,35,16,2,-1,-1
5/31/20,West Bengal,-59.1553016,371,0.007723218,1.142750293,79,3,79,57,36,17,3,-1,-1
6/1/20,West Bengal,-58.00759803,271,0.008190251,1.111647828,80,3,80,58,37,18,4,-1,-1
6/2/20,West Bengal,-56.93622216,396,0.008680696,1.082592572,81,3,81,59,38,19,5,-1,-1
6/3/20,West Bengal,-55.93891962,340,0.009185009,1.056322512,82,3,82,60,39,20,6,-1,-1
6/4/20,West Bengal,-55.01425528,368,0.009692934,1.033383627,83,3,83,61,40,21,7,-1,-1
6/5/20,West Bengal,-54.16185414,427,0.010192459,1.014147206,84,3,84,62,41,22,8,-1,-1
6/6/20,West Bengal,-53.38546189,435,0.01066981,0.998832693,85,3,85,63,42,23,9,-1,-1
6/7/20,West Bengal,-52.6910126,449,0.011110332,0.987531863,86,3,86,64,43,24,10,-1,-1
6/8/20,West Bengal,-52.08114443,426,0.011499651,0.980231787,87,4,87,65,44,25,11,-1,-1
6/9/20,West Bengal,-51.55205949,372,0.011826278,0.976835165,88,4,88,66,45,26,12,-1,-1
6/10/20,West Bengal,-51.09678968,343,0.012083568,0.977177337,89,4,89,67,46,27,13,-1,-1
6/11/20,West Bengal,-50.70732015,440,0.012271196,0.981039713,90,4,90,68,47,28,14,0,-1
6/12/20,West Bengal,-50.3736693,476,0.012394466,0.988159846,91,4,91,69,48,29,15,1,-1
6/13/20,West Bengal,-50.08737219,454,0.012462187,0.998238857,92,4,92,70,49,30,16,2,-1
6/14/20,West Bengal,-49.84344703,389,0.012485355,1.010947295,93,4,93,71,50,31,17,3,-1
6/15/20,West Bengal,-49.63577716,407,0.012476056,1.025930546,94,4,94,72,51,32,18,4,-1
6/16/20,West Bengal,-49.45298036,415,0.012446774,1.042814504,95,4,95,73,52,33,19,5,-1
6/17/20,West Bengal,-49.28338132,391,0.012410003,1.061211734,96,4,96,74,53,34,20,6,-1
6/18/20,West Bengal,-49.11817975,435,0.012378111,1.080728053,97,4,97,75,54,35,21,7,-1
